log,source,label
Jun 21 08:56:36 combo sshd(pam_unix)[14278]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,Linux,Brute Force Attack
Jun 21 08:56:36 combo sshd(pam_unix)[14280]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,Linux,Brute Force Attack
Jun 22 03:17:26 combo sshd(pam_unix)[16207]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:26 combo sshd(pam_unix)[16206]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:35 combo sshd(pam_unix)[16210]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:36 combo sshd(pam_unix)[16212]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:36 combo sshd(pam_unix)[16213]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:45 combo sshd(pam_unix)[16216]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:46 combo sshd(pam_unix)[16218]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:46 combo sshd(pam_unix)[16219]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:52 combo sshd(pam_unix)[16222]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:55 combo sshd(pam_unix)[16224]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:56 combo sshd(pam_unix)[16226]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:17:56 combo sshd(pam_unix)[16227]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:02 combo sshd(pam_unix)[16230]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:05 combo sshd(pam_unix)[16232]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:06 combo sshd(pam_unix)[16234]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:06 combo sshd(pam_unix)[16235]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:10 combo sshd(pam_unix)[16238]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:12 combo sshd(pam_unix)[16240]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:15 combo sshd(pam_unix)[16242]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:16 combo sshd(pam_unix)[16244]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:16 combo sshd(pam_unix)[16245]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:20 combo sshd(pam_unix)[16248]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 03:18:22 combo sshd(pam_unix)[16250]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Linux,Brute Force Attack
Jun 22 04:05:58 combo su(pam_unix)[16663]: session opened for user cyrus by (uid=0),Linux,Normal Activity
Jun 22 04:05:59 combo su(pam_unix)[16663]: session closed for user cyrus,Linux,Normal Activity
Jun 22 04:06:00 combo logrotate: ALERT exited abnormally with [1],Linux,Normal Activity
Jun 22 04:11:42 combo su(pam_unix)[17037]: session opened for user news by (uid=0),Linux,Normal Activity
Jun 22 04:11:42 combo su(pam_unix)[17037]: session closed for user news,Linux,Normal Activity
Jun 22 04:30:55 combo sshd(pam_unix)[17129]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:55 combo sshd(pam_unix)[17129]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 04:30:55 combo sshd(pam_unix)[17125]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:55 combo sshd(pam_unix)[17125]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 04:30:55 combo sshd(pam_unix)[17124]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:55 combo sshd(pam_unix)[17124]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 04:30:55 combo sshd(pam_unix)[17123]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:55 combo sshd(pam_unix)[17123]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 04:30:55 combo sshd(pam_unix)[17132]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:55 combo sshd(pam_unix)[17132]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 04:30:55 combo sshd(pam_unix)[17131]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:55 combo sshd(pam_unix)[17131]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 04:30:55 combo sshd(pam_unix)[17135]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:55 combo sshd(pam_unix)[17135]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 04:30:55 combo sshd(pam_unix)[17137]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:55 combo sshd(pam_unix)[17137]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 04:30:56 combo sshd(pam_unix)[17139]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:56 combo sshd(pam_unix)[17139]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 04:30:56 combo sshd(pam_unix)[17140]: check pass; user unknown,Linux,Normal Activity
Jun 22 04:30:56 combo sshd(pam_unix)[17140]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Linux,Brute Force Attack
Jun 22 13:16:30 combo ftpd[17886]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17889]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17887]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17888]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17890]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17893]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17879]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17892]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17876]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17875]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17877]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17874]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17882]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17872]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17881]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:30 combo ftpd[17878]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:31 combo ftpd[17873]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Linux,Normal Activity
Jun 22 13:16:31 combo ftpd[17885]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Linux,Normal Activity
Jun 22 13:16:31 combo ftpd[17884]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Linux,Normal Activity
Jun 22 13:16:31 combo ftpd[17880]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Linux,Normal Activity
Jun 22 13:16:31 combo ftpd[17883]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Linux,Normal Activity
Jun 22 13:16:31 combo ftpd[17891]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Linux,Normal Activity
Jun 22 13:16:32 combo ftpd[17894]: connection from 210.245.165.136 () at Wed Jun 22 13:16:32 2005,Linux,Normal Activity
Jun 23 01:41:29 combo sshd(pam_unix)[18969]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 01:41:29 combo sshd(pam_unix)[18971]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 01:41:29 combo sshd(pam_unix)[18973]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 01:41:29 combo sshd(pam_unix)[18975]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 01:41:29 combo sshd(pam_unix)[18977]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 01:41:30 combo sshd(pam_unix)[18983]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 01:41:30 combo sshd(pam_unix)[18982]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 01:41:30 combo sshd(pam_unix)[18981]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 01:41:30 combo sshd(pam_unix)[18976]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 01:41:32 combo sshd(pam_unix)[18967]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Linux,Brute Force Attack
Jun 23 02:55:14 combo sshd(pam_unix)[19085]: check pass; user unknown,Linux,Normal Activity
Jun 23 02:55:14 combo sshd(pam_unix)[19085]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=200.60.37.201,Linux,Brute Force Attack
Jun 23 04:05:28 combo su(pam_unix)[19534]: session opened for user cyrus by (uid=0),Linux,Normal Activity
Jun 23 04:05:29 combo su(pam_unix)[19534]: session closed for user cyrus,Linux,Normal Activity
Jun 23 04:05:30 combo logrotate: ALERT exited abnormally with [1],Linux,Normal Activity
Jun 23 04:13:08 combo su(pam_unix)[24180]: session opened for user news by (uid=0),Linux,Normal Activity
Jun 23 04:13:09 combo su(pam_unix)[24180]: session closed for user news,Linux,Normal Activity
Jun 23 23:30:03 combo sshd(pam_unix)[26189]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Linux,Brute Force Attack
Jun 23 23:30:03 combo sshd(pam_unix)[26188]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Linux,Brute Force Attack
Jun 23 23:30:04 combo sshd(pam_unix)[26193]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Linux,Brute Force Attack
Jun 23 23:30:04 combo sshd(pam_unix)[26182]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Linux,Brute Force Attack
Jun 23 23:30:04 combo sshd(pam_unix)[26183]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Linux,Brute Force Attack
Jun 23 23:30:04 combo sshd(pam_unix)[26184]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Linux,Brute Force Attack
Jun 23 23:30:05 combo sshd(pam_unix)[26197]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Linux,Brute Force Attack
Jun 23 23:30:05 combo sshd(pam_unix)[26198]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Linux,Brute Force Attack
Jun 23 23:30:05 combo sshd(pam_unix)[26190]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Linux,Brute Force Attack
Jun 24 04:05:34 combo su(pam_unix)[26938]: session opened for user cyrus by (uid=0),Linux,Normal Activity
Jun 24 04:05:35 combo su(pam_unix)[26938]: session closed for user cyrus,Linux,Normal Activity
Jun 24 04:05:35 combo logrotate: ALERT exited abnormally with [1],Linux,Normal Activity
Jun 24 04:11:12 combo su(pam_unix)[27311]: session opened for user news by (uid=0),Linux,Normal Activity
Jun 24 04:11:12 combo su(pam_unix)[27311]: session closed for user news,Linux,Normal Activity
Jun 24 18:55:11 combo ftpd[28568]: connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Linux,Normal Activity
Jun 24 18:55:11 combo ftpd[28566]: connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Linux,Normal Activity
Jun 24 18:55:11 combo ftpd[28562]: connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Linux,Normal Activity
Jun 24 18:55:11 combo ftpd[28563]: connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Linux,Normal Activity
Jun 24 18:55:11 combo ftpd[28565]: connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Linux,Normal Activity
Jun 24 18:55:11 combo ftpd[28564]: connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Linux,Normal Activity
Jun 24 18:55:11 combo ftpd[28567]: connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Linux,Normal Activity
Jun 24 18:55:18 combo ftpd[28570]: connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,Linux,Normal Activity
Jun 24 18:55:18 combo ftpd[28571]: connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,Linux,Normal Activity
Jun 24 18:55:18 combo ftpd[28569]: connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,Linux,Normal Activity
Jun 24 18:55:18 combo ftpd[28572]: connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,Linux,Normal Activity
Jun 24 18:55:18 combo ftpd[28574]: connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,Linux,Normal Activity
Jun 24 18:55:18 combo ftpd[28573]: connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,Linux,Normal Activity
Jun 25 04:04:25 combo su(pam_unix)[29690]: session opened for user cyrus by (uid=0),Linux,Normal Activity
Jun 25 04:04:25 combo su(pam_unix)[29690]: session closed for user cyrus,Linux,Normal Activity
Jun 25 04:04:26 combo logrotate: ALERT exited abnormally with [1],Linux,Normal Activity
Jun 25 04:10:34 combo su(pam_unix)[30934]: session opened for user news by (uid=0),Linux,Normal Activity
Jun 25 04:10:35 combo su(pam_unix)[30934]: session closed for user news,Linux,Normal Activity
Jun 25 04:41:49 combo sshd(pam_unix)[31031]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:49 combo sshd(pam_unix)[31031]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 04:41:49 combo sshd(pam_unix)[31035]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:49 combo sshd(pam_unix)[31035]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 04:41:49 combo sshd(pam_unix)[31034]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:49 combo sshd(pam_unix)[31034]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 04:41:49 combo sshd(pam_unix)[31036]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:49 combo sshd(pam_unix)[31036]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 04:41:51 combo sshd(pam_unix)[31025]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:51 combo sshd(pam_unix)[31025]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 04:41:51 combo sshd(pam_unix)[31028]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:51 combo sshd(pam_unix)[31028]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 04:41:51 combo sshd(pam_unix)[31020]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:51 combo sshd(pam_unix)[31020]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 04:41:51 combo sshd(pam_unix)[31027]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:51 combo sshd(pam_unix)[31027]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 04:41:51 combo sshd(pam_unix)[31021]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:51 combo sshd(pam_unix)[31021]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 04:41:51 combo sshd(pam_unix)[31024]: check pass; user unknown,Linux,Normal Activity
Jun 25 04:41:51 combo sshd(pam_unix)[31024]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,Linux,Brute Force Attack
Jun 25 09:20:24 combo ftpd[31475]: connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,Linux,Normal Activity
