log,label
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
Failed password for root from 183.62.140.253 port 34712 ssh2,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
check pass; user unknown,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2698365~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",Normal Activity
malicious file detected on system,Malware Activity
Invalid user admin from 103.207.39.212,Brute Force Attack
jk2_init() Found child 1355 in scoreboard slot 10,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
input_userauth_request: invalid user bssh [preauth],Brute Force Attack
reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Brute Force Attack
mod_jk child workerEnv in error state 6,Suspicious Activity
jk2_init() Found child 8764 in scoreboard slot 10,Normal Activity
Failed password for root from 183.62.140.253 port 50726 ssh2,Brute Force Attack
check pass; user unknown,Brute Force Attack
unauthorized privilege escalation detected for user guest,Privilege Escalation
Session: 30546354_3077138183 initialized by client WindowsUpdateAgent.,Normal Activity
connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,Normal Activity
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,Normal Activity
session closed for user cyrus,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Brute Force Attack
Warning: Unrecognized packageExtended attribute.,Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SOFTWARE,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
mod_jk child workerEnv in error state 9,Suspicious Activity
input_userauth_request: invalid user postgres [preauth],Brute Force Attack
"Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0",Normal Activity
Failed password for root from 183.62.140.253 port 37437 ssh2,Brute Force Attack
connection from 172.181.208.156 () at Tue Jul 26 05:47:51 2005,Brute Force Attack
Failed password for invalid user ubuntu from 187.141.143.180 port 35697 ssh2,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB947821~31bf3856ad364e35~amd64~~6.1.34.0, ApplicableState: 112, CurrentState:0",Normal Activity
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2585542~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112",Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
jk2_init() Found child 5479 in scoreboard slot 6,Normal Activity
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,Normal Activity
connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,Brute Force Attack
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
jk2_init() Found child 32388 in scoreboard slot 8,Normal Activity
"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",Normal Activity
connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Normal Activity
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Brute Force Attack
unauthorized privilege escalation detected for user root,Privilege Escalation
Session: 30546174_172126852 initialized by client WindowsUpdateAgent.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
check pass; user unknown,Brute Force Attack
session opened for user test by (uid=509),Normal Activity
session opened for user cyrus by (uid=0),Brute Force Attack
Warning: Unrecognized packageExtended attribute.,Normal Activity
suspicious malware process detected,Malware Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
mod_jk child workerEnv in error state 7,Suspicious Activity
input_userauth_request: invalid user inspur [preauth],Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
malicious payload detected on system,Malware Activity
jk2_init() Found child 6005 in scoreboard slot 9,Normal Activity
Session: 30546174_90912206 initialized by client WindowsUpdateAgent.,Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
Failed password for root from 123.235.32.19 port 48588 ssh2,Brute Force Attack
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Suspicious Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
mod_jk child workerEnv in error state 10,Suspicious Activity
Failed password for invalid user test from 187.141.143.180 port 37598 ssh2,Brute Force Attack
Failed password for root from 183.62.140.253 port 54754 ssh2,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Brute Force Attack
Failed password for root from 183.62.140.253 port 39278 ssh2,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
mod_jk child init 1 -2,Suspicious Activity
Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],Brute Force Attack
virus scan detected malicious executable,Malware Activity
Session: 30546174_154615850 initialized by client WindowsUpdateAgent.,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180  user=ftp,Brute Force Attack
Failed password for root from 187.141.143.180 port 59705 ssh2,Brute Force Attack
mod_jk child workerEnv in error state 7,Suspicious Activity
elevated privileges granted to unauthorized user unknown,Privilege Escalation
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
"Read out cached package applicability for package: Package_for_KB2809215~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:0",Normal Activity
Invalid user ftpuser from 103.99.0.122,Brute Force Attack
mod_jk child workerEnv in error state 6,Suspicious Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
"Read out cached package applicability for package: Package_for_KB2667402~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",Normal Activity
Session: 30546354_2850665229 initialized by client WindowsUpdateAgent.,Normal Activity
session opened for user cyrus by (uid=0),Brute Force Attack
unauthorized privilege escalation detected for user admin,Privilege Escalation
sudo access used by unauthorized account root,Privilege Escalation
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Normal Activity
Session: 30546174_22008265 initialized by client WindowsUpdateAgent.,Normal Activity
ALERT exited abnormally with [1],Suspicious Activity
malware signature detected by security scanner,Malware Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,Normal Activity
trojan activity detected on host,Malware Activity
malware activity detected in system file,Malware Activity
jk2_init() Found child 5915 in scoreboard slot 6,Normal Activity
jk2_init() Found child 4991 in scoreboard slot 6,Normal Activity
Failed password for root from 183.62.140.253 port 46953 ssh2,Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Brute Force Attack
[client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,Suspicious Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
jk2_init() Found child 5985 in scoreboard slot 9,Normal Activity
session closed for user test,Normal Activity
suspicious malware process detected,Malware Activity
infected file detected during security scan,Malware Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root,Brute Force Attack
jk2_init() Found child 1800 in scoreboard slot 10,Normal Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Brute Force Attack
"DMA zone: 4096 pages, LIFO batch:1",Normal Activity
mod_jk child workerEnv in error state 7,Suspicious Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2888049~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",Normal Activity
check pass; user unknown,Brute Force Attack
session closed for user news,Suspicious Activity
Session: 30546174_108313202 initialized by client WindowsUpdateAgent.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Session: 30546354_3173223679 initialized by client WindowsUpdateAgent.,Normal Activity
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,Normal Activity
jk2_init() Found child 3672 in scoreboard slot 7,Normal Activity
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
mod_jk child workerEnv in error state 6,Suspicious Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
"Read out cached package applicability for package: Package_for_KB3022777~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
mod_jk child workerEnv in error state 8,Suspicious Activity
jk2_init() Found child 6670 in scoreboard slot 7,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
jk2_init() Found child 1393 in scoreboard slot 8,Normal Activity
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Brute Force Attack
Failed password for root from 187.141.143.180 port 49674 ssh2,Brute Force Attack
session opened for user test by (uid=509),Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
check pass; user unknown,Brute Force Attack
session closed for user cyrus,Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Brute Force Attack
jk2_init() Found child 3744 in scoreboard slot 6,Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
mod_jk child workerEnv in error state 6,Suspicious Activity
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
